Scope	Category	Source	Domain	Date
Local	Art and Culture	https://waltainfo.com/42305/	www.waltainfo.com	2018-03-01
Local	Art and Culture	https://waltainfo.com/42305/	www.waltainfo.com	2018-03-01
Local	Art and Culture	https://waltainfo.com/42046/	www.waltainfo.com	2017-01-05
Local	Art and Culture	https://waltainfo.com/42046/	www.waltainfo.com	2017-01-05
Local	Art and Culture	https://waltainfo.com/41967/	www.waltainfo.com	2016-08-10
Local	Art and Culture	https://waltainfo.com/41967/	www.waltainfo.com	2016-08-10
Local	Politics	https://www.thereporterethiopia.com/article/european-parliament-calls-dialogue-stop-crisis-ethiopia	www.thereporterethiopia.com	2021-10-09
Local	Politics	https://www.thereporterethiopia.com/article/european-parliament-calls-dialogue-stop-crisis-ethiopia	www.thereporterethiopia.com	2021-10-09
Local	Politics	https://www.thereporterethiopia.com/article/nebe-invites-local-csos-observe-upcoming-elections	www.thereporterethiopia.com	2020-12-12
Local	Politics	https://www.thereporterethiopia.com/article/nebe-invites-local-csos-observe-upcoming-elections	www.thereporterethiopia.com	2020-12-12
Local	Politics	https://www.thereporterethiopia.com/article/downstream-nile-nations-convene-us-once-again	www.thereporterethiopia.com	2019-12-14
Local	Politics	https://www.thereporterethiopia.com/article/downstream-nile-nations-convene-us-once-again	www.thereporterethiopia.com	2019-12-14
Local	Politics	https://www.thereporterethiopia.com/article/sahle-work-welcomes-eritrean-ambassador-ethiopia	www.thereporterethiopia.com	2018-12-29
Local	Politics	https://www.thereporterethiopia.com/article/sahle-work-welcomes-eritrean-ambassador-ethiopia	www.thereporterethiopia.com	2018-12-29
Local	Politics	https://www.thereporterethiopia.com/article/back-action	www.thereporterethiopia.com	2017-12-30
Local	Politics	https://www.thereporterethiopia.com/article/back-action	www.thereporterethiopia.com	2017-12-30
Local	Politics	https://www.thereporterethiopia.com/content/new-blue-president-establishes-executive-committee	www.thereporterethiopia.com	2016-10-29
Local	Politics	https://www.thereporterethiopia.com/content/new-blue-president-establishes-executive-committee	www.thereporterethiopia.com	2016-10-29
Local	Politics	https://waltainfo.com/37045/	www.waltainfo.com	2014-01-06
Local	Politics	https://waltainfo.com/37045/	www.waltainfo.com	2014-01-06
Local	Politics	https://waltainfo.com/36139/	www.waltainfo.com	2012-01-05
Local	Politics	https://waltainfo.com/36139/	www.waltainfo.com	2012-01-05
Local	Politics	https://waltainfo.com/36553/	www.waltainfo.com	2013-01-21
Local	Politics	https://waltainfo.com/36553/	www.waltainfo.com	2013-01-21
Local	Politics	https://waltainfo.com/36059/	www.waltainfo.com	2011-10-11
Local	Politics	https://waltainfo.com/36059/	www.waltainfo.com	2011-10-11
Local	Environment	https://www.ena.et/en/?p=29497	www.ena.et	2021-10-01
Local	Environment	https://www.ena.et/en/?p=29497	www.ena.et	2021-10-01
Local	Environment	https://www.ena.et/en/?p=28109	www.ena.et	2021-09-01
Local	Environment	https://www.ena.et/en/?p=27551	www.ena.et	2021-08-01
Local	Environment	https://www.ena.et/en/?p=27551	www.ena.et	2021-08-01
Local	Environment	https://waltainfo.com/high-level-e-workshop-on-environmental-diplomacy-kicks-off-today/	www.waltainfo.com	2021-01-01
Local	Environment	https://waltainfo.com/high-level-e-workshop-on-environmental-diplomacy-kicks-off-today/	www.waltainfo.com	2021-01-01
Local	Environment	https://waltainfo.com/34415/	www.waltainfo.com	2017-02-01
Local	Environment	https://waltainfo.com/34415/	www.waltainfo.com	2017-02-01
Local	Environment	https://waltainfo.com/38293/	www.waltainfo.com	2018-03-01
Local	Environment	https://waltainfo.com/38293/	www.waltainfo.com	2018-03-01
Local	Environment	https://www.thereporterethiopia.com/article/midroc-gold-demands-speedy-investigation-alleged-environment-pollution	www.thereporterethiopia.com	2018-05-01
Local	Environment	https://www.thereporterethiopia.com/article/midroc-gold-demands-speedy-investigation-alleged-environment-pollution	www.thereporterethiopia.com	2018-05-01
Local	Environment	https://www.thereporterethiopia.com/article/midroc-gold-demands-speedy-investigation-alleged-environment-pollution	www.thereporterethiopia.com	2018-05-01
Local	Environment	https://www.thereporterethiopia.com/article/ethiopia-offer-one-billion-seedlings-six-neighboring-nations	www.thereporterethiopia.com	2021-01-01
Local	Environment	https://www.thereporterethiopia.com/article/ethiopia-offer-one-billion-seedlings-six-neighboring-nations	www.thereporterethiopia.com	2021-01-01
Local	Environment	https://www.fanabc.com/english/addis-ababa-deploys-554-youths-for-environmental-pollution-control-works/	www.fanabc.com	2020-12-01
Local	Environment	https://www.fanabc.com/english/addis-ababa-deploys-554-youths-for-environmental-pollution-control-works/	www.fanabc.com	2020-12-01
Local	Environment	https://www.fanabc.com/english/ethiopia-invests-82bln-to-mitigate-climate-change-forest-cover-reaches-17-2pct/	www.fanabc.com	2021-05-01
Local	Environment	https://www.fanabc.com/english/ethiopia-invests-82bln-to-mitigate-climate-change-forest-cover-reaches-17-2pct/	www.fanabc.com	2021-05-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/blockchain-technology-debut-ethiopia	www.thereporterethiopia.com	2018-05-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/blockchain-technology-debut-ethiopia	www.thereporterethiopia.com	2018-05-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-mitigating-tanneries-toxic-waste-unveiled	www.thereporterethiopia.com	2016-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-mitigating-tanneries-toxic-waste-unveiled	www.thereporterethiopia.com	2016-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-mitigating-tanneries-toxic-waste-unveiled	www.thereporterethiopia.com	2016-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-mitigating-tanneries-toxic-waste-unveiled	www.thereporterethiopia.com	2016-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/nano-technology-future	www.thereporterethiopia.com	2017-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/nano-technology-future	www.thereporterethiopia.com	2017-11-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-introduced-regulate-co2-emission-vehicles-release	www.thereporterethiopia.com	2016-05-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/new-technology-introduced-regulate-co2-emission-vehicles-release	www.thereporterethiopia.com	2016-05-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/how-ethiopia-could-save-deteriorating-education-system-personalized-learning-approach-and	www.thereporterethiopia.com	2021-09-01
Local	Science and Technology	https://www.thereporterethiopia.com/article/how-ethiopia-could-save-deteriorating-education-system-personalized-learning-approach-and	www.thereporterethiopia.com	2021-09-01
Local	Science and Technology	https://www.ena.et/en/?p=27860	www.ena.et	2021-08-01
Local	Science and Technology	https://www.ena.et/en/?p=27860	www.ena.et	2021-08-01
Local	Science and Technology	https://www.ena.et/en/?p=24826	www.ena.et	2021-05-01
Local	Science and Technology	https://www.ena.et/en/?p=24826	www.ena.et	2021-05-01
Local	Science and Technology	https://www.ena.et/en/?p=23400	www.ena.et	2021-04-01
Local	Science and Technology	https://www.ena.et/en/?p=23400	www.ena.et	2021-04-01
Local	Science and Technology	https://www.ena.et/en/?p=6364	www.ena.et	2019-02-01
Local	Science and Technology	https://www.ena.et/en/?p=6364	www.ena.et	2019-02-01
Local	Science and Technology	https://www.ena.et/en/?p=6364	www.ena.et	2019-02-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/samsung-launch-its-digital-villages-ethiopia	www.thereporterethiopia.com	2016-02-01
Local	Science and Technology	https://www.thereporterethiopia.com/content/samsung-launch-its-digital-villages-ethiopia	www.thereporterethiopia.com	2016-02-01
Local	Health	https://waltainfo.com/ministry-of-health-response-plus-holdings-ink-mou/	www.waltainfo.com	2021-09-29
Local	Health	https://waltainfo.com/ministry-of-health-response-plus-holdings-ink-mou/	www.waltainfo.com	2021-09-29
Local	Health	https://waltainfo.com/pm-abiy-calls-for-continued-precautionary-measures-to-prevent-covid-19/	www.waltainfo.com	2020-12-30
Local	Health	https://waltainfo.com/pm-abiy-calls-for-continued-precautionary-measures-to-prevent-covid-19/	www.waltainfo.com	2020-12-30
Local	Health	https://waltainfo.com/44803/	www.waltainfo.com	2019-10-03
Local	Health	https://waltainfo.com/44803/	www.waltainfo.com	2019-10-03
Local	Health	https://www.ena.et/en/?p=312	www.ena.et	2018-05-15
Local	Health	https://www.ena.et/en/?p=312	www.ena.et	2018-05-15
Local	Health	https://www.ena.et/en/?p=5999	www.ena.et	2019-02-08
Local	Health	https://www.ena.et/en/?p=5999	www.ena.et	2019-02-08
Local	Health	https://waltainfo.com/42047/	www.waltainfo.com	2017-01-05
Local	Health	https://waltainfo.com/42047/	www.waltainfo.com	2017-01-05
Local	Health	https://waltainfo.com/44563/	www.waltainfo.com	2016-09-06
Local	Health	https://waltainfo.com/44563/	www.waltainfo.com	2016-09-06
Local	Health	https://waltainfo.com/44710/	www.waltainfo.com	2018-12-28
Local	Health	https://waltainfo.com/44710/	www.waltainfo.com	2018-12-28
Local	Health	https://waltainfo.com/44721/	www.waltainfo.com	2019-02-14
Local	Health	https://waltainfo.com/44721/	www.waltainfo.com	2019-02-14
Local	Health	https://waltainfo.com/44721/	www.waltainfo.com	2019-02-14
Local	Health	https://waltainfo.com/44735/	www.waltainfo.com	2019-05-20
Local	Health	https://waltainfo.com/44735/	www.waltainfo.com	2019-05-20
Local	Sport	https://www.fanabc.com/english/road-race-promoting-bale-tourism-happens-in-robe/	www.fanabc.com	2021-10-10
Local	Sport	https://www.fanabc.com/english/road-race-promoting-bale-tourism-happens-in-robe/	www.fanabc.com	2021-10-10
Local	Sport	https://www.thereporterethiopia.com/content/haile-eyeing-eaf-presidency	www.thereporterethiopia.com	2016-11-05
Local	Sport	https://www.thereporterethiopia.com/content/haile-eyeing-eaf-presidency	www.thereporterethiopia.com	2016-11-05
Local	Sport	https://www.thereporterethiopia.com/content/ashenafi-unveiled-new-walias-coach	www.thereporterethiopia.com	2017-04-01
Local	Sport	https://www.thereporterethiopia.com/content/ashenafi-unveiled-new-walias-coach	www.thereporterethiopia.com	2017-04-01
Local	Sport	https://www.thereporterethiopia.com/article/lucys-prepares-2018-afcon-qualifiers	www.thereporterethiopia.com	2018-03-31
Local	Sport	https://www.thereporterethiopia.com/article/lucys-prepares-2018-afcon-qualifiers	www.thereporterethiopia.com	2018-03-31
Local	Sport	https://www.thereporterethiopia.com/article/lucys-prepares-2018-afcon-qualifiers	www.thereporterethiopia.com	2018-03-31
Local	Sport	https://www.thereporterethiopia.com/article/lucys-prepares-2018-afcon-qualifiers	www.thereporterethiopia.com	2018-03-31
Local	Sport	https://www.thereporterethiopia.com/article/jimma-aba-jiffar-launch-online-systems-fans	www.thereporterethiopia.com	2019-01-05
Local	Sport	https://www.thereporterethiopia.com/article/jimma-aba-jiffar-launch-online-systems-fans	www.thereporterethiopia.com	2019-01-05
Local	Sport	https://www.thereporterethiopia.com/article/fifa-congress-postponed-due-covid-19	www.thereporterethiopia.com	2020-03-14
Local	Sport	https://www.thereporterethiopia.com/article/fifa-congress-postponed-due-covid-19	www.thereporterethiopia.com	2020-03-14
Local	Sport	https://www.fanabc.com/english/eff-president-esayas-jira-elected-cecafa-vice-president/	www.fanabc.com	2019-12-18
Local	Sport	https://www.fanabc.com/english/eff-president-esayas-jira-elected-cecafa-vice-president/	www.fanabc.com	2019-12-18
Local	Sport	https://www.ena.et/en/?p=4560	www.ena.et	2018-11-29
Local	Sport	https://www.ena.et/en/?p=4560	www.ena.et	2018-11-29
Local	Sport	https://waltainfo.com/seifu-tura-abdiwak-wins-2021-chicago-marathon/	www.waltainfo.com	2021-10-11
Local	Sport	https://waltainfo.com/seifu-tura-abdiwak-wins-2021-chicago-marathon/	www.waltainfo.com	2021-10-11
Local	Entertainment	https://www.thereporterethiopia.com/article/going-back-time	www.thereporterethiopia.com	2019-12-28
Local	Entertainment	https://www.thereporterethiopia.com/article/going-back-time	www.thereporterethiopia.com	2019-12-28
Local	Entertainment	https://www.thereporterethiopia.com/article/simet-film-set-medieval-ethiopia	www.thereporterethiopia.com	2018-08-11
Local	Entertainment	https://www.thereporterethiopia.com/article/simet-film-set-medieval-ethiopia	www.thereporterethiopia.com	2018-08-11
Local	Entertainment	https://www.thereporterethiopia.com/article/singer-fully-donate-album-sales-proceeds-charity	www.thereporterethiopia.com	2017-10-14
Local	Entertainment	https://www.thereporterethiopia.com/article/singer-fully-donate-album-sales-proceeds-charity	www.thereporterethiopia.com	2017-10-14
Local	Entertainment	https://www.thereporterethiopia.com/content/nigerian-rapper-skales-monarch-hotel	www.thereporterethiopia.com	2016-12-31
Local	Entertainment	https://www.thereporterethiopia.com/content/nigerian-rapper-skales-monarch-hotel	www.thereporterethiopia.com	2016-12-31
Local	Entertainment	https://www.thereporterethiopia.com/content/swedish-pop-jazz-soul-sensation-african-jazz-village	www.thereporterethiopia.com	2015-09-08
Local	Entertainment	https://www.thereporterethiopia.com/content/swedish-pop-jazz-soul-sensation-african-jazz-village	www.thereporterethiopia.com	2015-09-08
Local	Entertainment	https://www.thereporterethiopia.com/content/seven-ethiopian-films-screening-nyc-may	www.thereporterethiopia.com	2015-09-08
Local	Entertainment	https://www.thereporterethiopia.com/article/daniel-asfaws-art-exposition-alliance-ethio-francaise	www.thereporterethiopia.com	2016-02-20
Local	Entertainment	https://www.thereporterethiopia.com/article/daniel-asfaws-art-exposition-alliance-ethio-francaise	www.thereporterethiopia.com	2016-02-20
Local	Entertainment	https://www.thereporterethiopia.com/content/design-week-various-venues	www.thereporterethiopia.com	2017-01-21
Local	Entertainment	https://www.thereporterethiopia.com/content/design-week-various-venues	www.thereporterethiopia.com	2017-01-21
Local	Entertainment	https://www.thereporterethiopia.com/article/first-ethiopian-comic-book-hits-shelves	www.thereporterethiopia.com	2018-05-12
Local	Entertainment	https://www.thereporterethiopia.com/article/first-ethiopian-comic-book-hits-shelves	www.thereporterethiopia.com	2018-05-12
Local	Entertainment	https://www.thereporterethiopia.com/article/first-ethiopian-comic-book-hits-shelves	www.thereporterethiopia.com	2018-05-12
Local	Entertainment	https://www.thereporterethiopia.com/article/fashionfor-curvy	www.thereporterethiopia.com	2018-03-24
Local	Entertainment	https://www.thereporterethiopia.com/article/fashionfor-curvy	www.thereporterethiopia.com	2018-03-24
Local	Business and Economy	https://www.thereporterethiopia.com/article/ethio-agri-ceft-embarks-largest-edible-oil-factory	www.thereporterethiopia.com	2021-10-23
Local	Business and Economy	https://www.thereporterethiopia.com/article/ethio-agri-ceft-embarks-largest-edible-oil-factory	www.thereporterethiopia.com	2021-10-23
Local	Business and Economy	https://www.thereporterethiopia.com/article/businesses-tigray-appeal-government-support	www.thereporterethiopia.com	2020-12-26
Local	Business and Economy	https://www.thereporterethiopia.com/article/businesses-tigray-appeal-government-support	www.thereporterethiopia.com	2020-12-26
Local	Business and Economy	https://www.thereporterethiopia.com/article/ethiopian-air-force-undergo-fleet-renewal	www.thereporterethiopia.com	2019-12-14
Local	Business and Economy	https://www.thereporterethiopia.com/article/ethiopian-air-force-undergo-fleet-renewal	www.thereporterethiopia.com	2019-12-14
Local	Business and Economy	https://www.thereporterethiopia.com/article/ethiopian-air-force-undergo-fleet-renewal	www.thereporterethiopia.com	2019-12-14
Local	Business and Economy	https://www.thereporterethiopia.com/article/three-oil-firms-bidding-supply-fuel-epse	www.thereporterethiopia.com	2018-11-17
Local	Business and Economy	https://www.thereporterethiopia.com/article/three-oil-firms-bidding-supply-fuel-epse	www.thereporterethiopia.com	2018-11-17
Local	Business and Economy	https://www.fanabc.com/english/ethio-telecom-launches-4g-lte-advanced-service-in-22-towns/	www.fanabc.com	2021-10-14
Local	Business and Economy	https://www.fanabc.com/english/ethio-telecom-launches-4g-lte-advanced-service-in-22-towns/	www.fanabc.com	2021-10-14
Local	Business and Economy	https://www.fanabc.com/english/ethiopia-earns-over-1-3bn-from-export/	www.fanabc.com	2020-12-23
Local	Business and Economy	https://www.fanabc.com/english/ethiopia-earns-over-1-3bn-from-export/	www.fanabc.com	2020-12-23
Local	Business and Economy	https://www.fanabc.com/english/ethio-saudi-business-forum-held-in-addis-ababa/	www.fanabc.com	2019-12-17
Local	Business and Economy	https://www.fanabc.com/english/ethio-saudi-business-forum-held-in-addis-ababa/	www.fanabc.com	2019-12-17
Local	Business and Economy	https://www.ena.et/en/?p=52	www.ena.et	2018-04-23
Local	Business and Economy	https://www.ena.et/en/?p=52	www.ena.et	2018-04-23
Local	Business and Economy	https://waltainfo.com/34182/	www.waltainfo.com	2016-08-04
Local	Business and Economy	https://waltainfo.com/34182/	www.waltainfo.com	2016-08-04
Local	Business and Economy	https://waltainfo.com/34372/	www.waltainfo.com	2017-01-05
Local	Business and Economy	https://waltainfo.com/34372/	www.waltainfo.com	2017-01-05
Local	Politics	https://www.thereporterethiopia.com/article/rights-council-calls-lasting-election-reform	www.thereporterethiopia.com	2021-10-23
Local	Politics	https://www.thereporterethiopia.com/article/rights-council-calls-lasting-election-reform	www.thereporterethiopia.com	2021-10-23
Local	Politics	https://www.thereporterethiopia.com/article/amhara-police-asks-federal-government-authorization-go-benishangul-region	www.thereporterethiopia.com	2020-12-19
Local	Politics	https://www.thereporterethiopia.com/article/amhara-police-asks-federal-government-authorization-go-benishangul-region	www.thereporterethiopia.com	2020-12-19
Local	Politics	https://www.thereporterethiopia.com/content/parliament-expected-appoint-new-supreme-court-president	www.thereporterethiopia.com	2016-02-20
Local	Politics	https://www.thereporterethiopia.com/content/parliament-expected-appoint-new-supreme-court-president	www.thereporterethiopia.com	2016-02-20
Local	Politics	https://www.thereporterethiopia.com/content/advancing-africa%E2%80%99s-place-global-security-agenda	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.thereporterethiopia.com/content/advancing-africa%E2%80%99s-place-global-security-agenda	www.thereporterethiopia.com	2015-11-26
Local	Politics	https://www.fanabc.com/english/endf-air-force-strikes-tplf-training-facility-in-mai-tsebri/	www.fanabc.com	2021-10-24
Local	Politics	https://www.fanabc.com/english/endf-air-force-strikes-tplf-training-facility-in-mai-tsebri/	www.fanabc.com	2021-10-24
Local	Politics	https://www.ena.et/en/?p=76	www.ena.et	2018-04-26
Local	Politics	https://www.ena.et/en/?p=76	www.ena.et	2018-04-26
Local	Politics	https://waltainfo.com/36078/	www.waltainfo.com	2011-10-31
Local	Politics	https://waltainfo.com/36078/	www.waltainfo.com	2011-10-31
Local	Politics	https://waltainfo.com/36154/	www.waltainfo.com	2012-02-03
Local	Politics	https://waltainfo.com/36154/	www.waltainfo.com	2012-02-03
Local	Politics	https://waltainfo.com/36537/	www.waltainfo.com	2013-01-04
Local	Politics	https://waltainfo.com/36537/	www.waltainfo.com	2013-01-04
Local	Politics	https://waltainfo.com/36537/	www.waltainfo.com	2013-01-04
Local	Politics	https://waltainfo.com/37036/	www.waltainfo.com	2014-01-01
Local	Politics	https://waltainfo.com/37036/	www.waltainfo.com	2014-01-01
Local	Environment	https://www.ena.et/en/?p=29497	www.ena.et	2021-10-14
Local	Environment	https://www.ena.et/en/?p=29497	www.ena.et	2021-10-14
Local	Environment	https://www.ena.et/en/?p=140	www.ena.et	2018-05-01
Local	Environment	https://www.ena.et/en/?p=140	www.ena.et	2018-05-01
Local	Environment	https://www.ena.et/en/?p=2199	www.ena.et	2018-07-31
Local	Environment	https://www.ena.et/en/?p=2199	www.ena.et	2018-07-31
Local	Environment	https://www.ena.et/en/?p=6385	www.ena.et	2019-02-25
Local	Environment	https://www.ena.et/en/?p=6385	www.ena.et	2019-02-25
Local	Environment	https://www.ena.et/en/?p=7344	www.ena.et	2019-04-14
Local	Environment	https://www.ena.et/en/?p=7344	www.ena.et	2019-04-14
Local	Environment	https://www.ena.et/en/?p=12264	www.ena.et	2020-02-02
Local	Environment	https://www.ena.et/en/?p=12264	www.ena.et	2020-02-02
Local	Environment	https://www.ena.et/en/?p=15002	www.ena.et	2020-06-07
Local	Environment	https://www.ena.et/en/?p=15002	www.ena.et	2020-06-07
Local	Environment	https://www.ena.et/en/?p=23478	www.ena.et	2021-04-11
Local	Environment	https://www.ena.et/en/?p=23478	www.ena.et	2021-04-11
Local	Environment	https://www.ena.et/en/?p=27551	www.ena.et	2021-08-19
Local	Environment	https://www.ena.et/en/?p=27551	www.ena.et	2021-08-19
Local	Environment	https://www.ena.et/en/?p=1477	www.ena.et	2018-06-22
Local	Environment	https://www.ena.et/en/?p=1477	www.ena.et	2018-06-22
Local	Science and Technology	https://waltainfo.com/ethiopia-encounters-2800-cyber-attack-attempts/	www.waltainfo.com	2021-10-11
Local	Science and Technology	https://waltainfo.com/ethiopia-encounters-2800-cyber-attack-attempts/	www.waltainfo.com	2021-10-11
Local	Science and Technology	https://waltainfo.com/45381/	www.waltainfo.com	2019-10-16
Local	Science and Technology	https://waltainfo.com/45381/	www.waltainfo.com	2019-10-16
Local	Science and Technology	https://waltainfo.com/45248/	www.waltainfo.com	2018-06-30
Local	Science and Technology	https://waltainfo.com/45248/	www.waltainfo.com	2018-06-30
Local	Science and Technology	https://waltainfo.com/45197/	www.waltainfo.com	2017-11-21
Local	Science and Technology	https://waltainfo.com/45197/	www.waltainfo.com	2017-11-21
Local	Science and Technology	https://waltainfo.com/45145/	www.waltainfo.com	2016-11-30
Local	Science and Technology	https://waltainfo.com/45145/	www.waltainfo.com	2016-11-30
Local	Science and Technology	https://www.ena.et/en/?p=287	www.ena.et	2018-05-13
Local	Science and Technology	https://www.ena.et/en/?p=28716	www.ena.et	2021-09-23
Local	Science and Technology	https://www.ena.et/en/?p=28716	www.ena.et	2021-09-23
Local	Science and Technology	https://www.ena.et/en/?p=19304	www.ena.et	2020-12-03
Local	Science and Technology	https://www.ena.et/en/?p=19304	www.ena.et	2020-12-03
Local	Science and Technology	https://waltainfo.com/45176/	www.waltainfo.com	2017-09-12
Local	Science and Technology	https://www.ena.et/en/?p=17480	www.ena.et	2020-10-09
Local	Science and Technology	https://www.ena.et/en/?p=17480	www.ena.et	2020-10-09
Local	Health	https://waltainfo.com/41973/	www.waltainfo.com	2016-08-24
Local	Health	https://waltainfo.com/41973/	www.waltainfo.com	2016-08-24
Local	Health	https://waltainfo.com/41973/	www.waltainfo.com	2016-08-24
Local	Health	https://waltainfo.com/41980/	www.waltainfo.com	2016-09-05
Local	Health	https://waltainfo.com/41980/	www.waltainfo.com	2016-09-05
Local	Health	https://waltainfo.com/42062/	www.waltainfo.com	2017-01-24
Local	Health	https://waltainfo.com/42062/	www.waltainfo.com	2017-01-24
Local	Health	https://www.fanabc.com/english/association-presents-50-ambulances-to-ministry/	www.fanabc.com	2021-10-12
Local	Health	https://www.ena.et/en/?p=953	www.ena.et	2018-06-02
Local	Health	https://www.ena.et/en/?p=953	www.ena.et	2018-06-02
Local	Health	https://www.thereporterethiopia.com/article/ethiopian-steps-passenger-screening-bole-airport	www.thereporterethiopia.com	2020-02-15
Local	Health	https://www.thereporterethiopia.com/article/ethiopian-steps-passenger-screening-bole-airport	www.thereporterethiopia.com	2020-02-15
Local	Health	https://www.thereporterethiopia.com/content/ethiopia-step-closer-adopt-new-algorithm-hiv-kits	www.thereporterethiopia.com	2017-05-20
Local	Health	https://www.thereporterethiopia.com/content/ethiopia-step-closer-adopt-new-algorithm-hiv-kits	www.thereporterethiopia.com	2017-05-20
Local	Health	https://www.thereporterethiopia.com/article/usaid-completes-seven-year-project	www.thereporterethiopia.com	2019-04-06
Local	Health	https://www.thereporterethiopia.com/article/city-gets-street-children-rehabilitation-center	www.thereporterethiopia.com	2020-05-09
Local	Health	https://waltainfo.com/44665/	www.waltainfo.com	2018-02-20
Local	Sport	https://www.thereporterethiopia.com/article/ethiopian-womens-u-20-national-team-take-part-cecafa-tournament	www.thereporterethiopia.com	2021-10-30
Local	Sport	https://www.thereporterethiopia.com/article/ethiopian-womens-u-20-national-team-take-part-cecafa-tournament	www.thereporterethiopia.com	2021-10-30
Local	Sport	https://www.thereporterethiopia.com/article/ethiopia-world-record-holders-face-valencia-half-marathon	www.thereporterethiopia.com	2021-10-23
Local	Sport	https://www.thereporterethiopia.com/article/ethiopia-world-record-holders-face-valencia-half-marathon	www.thereporterethiopia.com	2021-10-23
Local	Sport	https://www.thereporterethiopia.com/article/bishoftu-host-seventh-edition-road-race	www.thereporterethiopia.com	2020-12-05
Local	Sport	https://www.thereporterethiopia.com/article/bishoftu-host-seventh-edition-road-race	www.thereporterethiopia.com	2020-12-05
Local	Sport	https://www.thereporterethiopia.com/article/match-week-eight	www.thereporterethiopia.com	2020-01-11
Local	Sport	https://www.thereporterethiopia.com/article/match-week-eight	www.thereporterethiopia.com	2020-01-11
Local	Sport	https://www.thereporterethiopia.com/article/mekele-face-cano-sport-second-leg-decider	www.thereporterethiopia.com	2019-08-24
Local	Sport	https://www.thereporterethiopia.com/article/mekele-face-cano-sport-second-leg-decider	www.thereporterethiopia.com	2019-08-24
Local	Sport	https://www.thereporterethiopia.com/article/mekele-face-cano-sport-second-leg-decider	www.thereporterethiopia.com	2019-08-24
Local	Sport	https://www.thereporterethiopia.com/article/two-ethiopian-referees-attend-pre-selection-course	www.thereporterethiopia.com	2019-04-20
Local	Sport	https://www.thereporterethiopia.com/article/two-ethiopian-referees-attend-pre-selection-course	www.thereporterethiopia.com	2019-04-20
Local	Sport	https://www.thereporterethiopia.com/article/jimma-defense-play-continental-match-addis	www.thereporterethiopia.com	2018-12-01
Local	Sport	https://www.thereporterethiopia.com/article/jimma-defense-play-continental-match-addis	www.thereporterethiopia.com	2018-12-01
Local	Sport	https://www.thereporterethiopia.com/article/jimma-defense-play-continental-match-addis	www.thereporterethiopia.com	2018-12-01
Local	Sport	https://www.thereporterethiopia.com/article/eaf-celebrate-global-running-day	www.thereporterethiopia.com	2018-06-02
Local	Sport	https://www.thereporterethiopia.com/article/eaf-celebrate-global-running-day	www.thereporterethiopia.com	2018-06-02
Local	Sport	https://www.thereporterethiopia.com/article/eaf-celebrate-global-running-day	www.thereporterethiopia.com	2018-06-02
Local	Sport	https://www.thereporterethiopia.com/sport/ethiopia-wont-bid-chan-2018	www.thereporterethiopia.com	2017-10-07
Local	Sport	https://www.thereporterethiopia.com/sport/ethiopia-wont-bid-chan-2018	www.thereporterethiopia.com	2017-10-07
Local	Sport	https://www.thereporterethiopia.com/content/kenenissa-represent-ethiopia-iaaf-world-championships	www.thereporterethiopia.com	2017-05-27
Local	Sport	https://www.thereporterethiopia.com/content/kenenissa-represent-ethiopia-iaaf-world-championships	www.thereporterethiopia.com	2017-05-27
Local	Sport	https://www.thereporterethiopia.com/content/kenenissa-represent-ethiopia-iaaf-world-championships	www.thereporterethiopia.com	2017-05-27
Local	Entertainment	https://www.thereporterethiopia.com/article/janos-latest-project	www.thereporterethiopia.com	2018-04-07
Local	Entertainment	https://www.thereporterethiopia.com/article/janos-latest-project	www.thereporterethiopia.com	2018-04-07
Local	Entertainment	https://www.thereporterethiopia.com/article/african-film-week-addis	www.thereporterethiopia.com	2018-03-17
Local	Entertainment	https://www.thereporterethiopia.com/article/african-film-week-addis	www.thereporterethiopia.com	2018-03-17
Local	Entertainment	https://www.thereporterethiopia.com/article/saving-natural-mainstay-capital	www.thereporterethiopia.com	2017-12-23
Local	Entertainment	https://www.thereporterethiopia.com/article/saving-natural-mainstay-capital	www.thereporterethiopia.com	2017-12-23
Local	Entertainment	https://www.thereporterethiopia.com/article/saving-natural-mainstay-capital	www.thereporterethiopia.com	2017-12-23
Local	Entertainment	https://www.thereporterethiopia.com/article/saving-natural-mainstay-capital	www.thereporterethiopia.com	2017-12-23
Local	Entertainment	https://www.thereporterethiopia.com/content/protoje-town	www.thereporterethiopia.com	2017-06-24
Local	Entertainment	https://www.thereporterethiopia.com/content/protoje-town	www.thereporterethiopia.com	2017-06-24
Local	Entertainment	https://www.thereporterethiopia.com/content/protoje-town	www.thereporterethiopia.com	2017-06-24
